,code,code_count,code_score,duration,time_ratio,A/C,M/F,appearance,engagement_level,encoded_code,duration_sum
0,"['Approach', 'None']",2,"[3, 4]","[2720, 2960]","[0.4788732394366197, 0.5211267605633803]",Child,Female,"포니테일, 아이보리색 점퍼, 검정색 바지",low,8400000000000000000000,5680
1,"['Approach', 'None']",2,"[3, 4]","[5520, 6320]","[0.46621621621621623, 0.5337837837837838]",Child,Female,"포니테일, 아이보리색 점퍼, 검정색 바지",low,8400000000000000000000,11840
2,"['Approach', 'None']",2,"[3, 4]","[9240, 15600]","[0.3719806763285024, 0.6280193236714976]",Child,Male,"검정색 점퍼, 청바지, 검정/흰색 운동화",low,8400000000000000000000,24840
3,"['Approach', 'None']",2,"[3, 4]","[5920, 6360]","[0.4820846905537459, 0.5179153094462541]",Child,Male,"검정색 점퍼, 청바지, 검정/흰색 운동화",low,8400000000000000000000,12280
4,"['Approach', 'None']",2,"[3, 4]","[4160, 7760]","[0.348993288590604, 0.6510067114093959]",Child,Male,"검정 마스크, 흰색 후리스, 회색 트레이닝 바지",low,8400000000000000000000,11920
5,"['Approach', 'None']",2,"[3, 4]","[8640, 16480]","[0.34394904458598724, 0.6560509554140127]",Adult,Female,"검정 핸드백, 흰색 점퍼, 아이보리색 바지",low,8400000000000000000000,25120
6,"['Approach', 'None']",2,"[3, 4]","[6000, 6640]","[0.47468354430379744, 0.5253164556962026]",Adult,Female,"검정 핸드백, 흰색 점퍼, 아이보리색 바지",low,8400000000000000000000,12640
7,"['Approach', 'None']",2,"[3, 4]","[6880, 13520]","[0.33725490196078434, 0.6627450980392157]",Adult,Female,"초록색 맨투맨, 검정 바지",low,8400000000000000000000,20400
8,"['Approach', 'None']",2,"[3, 4]","[5200, 20960]","[0.19877675840978593, 0.8012232415902141]",Adult,Female,"검정색 롱코트, 연두색 후리스 입은 아이와 동행",low,8400000000000000000000,26160
9,"['Approach', 'None']",2,"[3, 4]","[5040, 7440]","[0.40384615384615385, 0.5961538461538461]",Child,Male,"연두색 후리스, 흰색 바지",low,8400000000000000000000,12480
10,"['Approach', 'None']",2,"[3, 4]","[9280, 19120]","[0.3267605633802817, 0.6732394366197183]",Child,Male,"연두색 후리스, 흰색 바지",low,8400000000000000000000,28400
11,"['Approach', 'None']",2,"[3, 4]","[3520, 14160]","[0.19909502262443438, 0.8009049773755657]",Child,Male,"연두색 후리스, 흰색 바지",low,8400000000000000000000,17680
12,"['Approach', 'None']",2,"[3, 4]","[6000, 960]","[0.8620689655172413, 0.13793103448275862]",Child,Male,"검정색 마스크, 회색 맨투맨, 회색 트레이닝 바지",low,8400000000000000000000,6960
13,"['Approach', 'None']",2,"[3, 4]","[8720, 17520]","[0.3323170731707317, 0.6676829268292683]",Child,Male,"검정색 마스크, 회색 맨투맨, 회색 트레이닝 바지",low,8400000000000000000000,26240
14,"['Approach', 'None']",2,"[3, 4]","[12160, 5520]","[0.6877828054298643, 0.31221719457013575]",Adult,Female,"검정 크로스백, 회색 맨투맨, 검정색 바지",low,8400000000000000000000,17680
15,"['Approach', 'Touch', 'None', 'Gesture']",4,"[3, 5, 4, 5]","[3120, 3280, 3840, 4960]","[0.20526315789473684, 0.21578947368421053, 0.25263157894736843, 0.3263157894736842]",Adult,Female,"검정 크로스백, 회색 맨투맨, 검정색 바지",high,8241000000000000000000,15200
16,"['Approach', 'None', 'None']",3,"[3, 4, 4]","[8160, 34160, 15280]","[0.14166666666666666, 0.5930555555555556, 0.2652777777777778]",Adult,Female,"검정 크로스백, 회색 맨투맨, 검정색 바지",low,8440000000000000000000,57600
17,"['Approach', 'None']",2,"[3, 4]","[2560, 15200]","[0.14414414414414414, 0.8558558558558559]",Adult,Female,"검정 크로스백, 회색 맨투맨, 검정색 바지",low,8400000000000000000000,17760
18,"['Approach', 'Touch', 'None']",3,"[3, 5, 4]","[1280, 2960, 6080]","[0.12403100775193798, 0.2868217054263566, 0.5891472868217055]",Adult,Female,"검정 크로스백, 회색 맨투맨, 검정색 바지",high,8240000000000000000000,10320
19,"['Approach', 'None', 'Touch', 'None', 'None', 'Touch', 'None', 'Touch']",8,"[3, 4, 5, 4, 4, 5, 4, 5]","[40680, 18880, 4720, 39040, 9280, 7440, 2480, 6000]","[0.3165266106442577, 0.14690320572673513, 0.03672580143168378, 0.30376595082477437, 0.07220666044195456, 0.05788982259570495, 0.019296607531901648, 0.04668534080298786]",Adult,Female,"초록색 맨투맨, 검정 바지",low,8424424200000000000000,128520
20,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None']",6,"[3, 4, 5, 4, 5, 4]","[5920, 4720, 1280, 3600, 6720, 12000]","[0.17289719626168223, 0.1378504672897196, 0.037383177570093455, 0.10514018691588785, 0.19626168224299065, 0.35046728971962615]",Child,Male,"검정색 맨투맨, 검정색 바지, 흰색 운동화",high,8424240000000000000000,34240
21,"['Approach', 'None', 'Touch', 'None']",4,"[3, 4, 5, 4]","[36400, 5440, 3920, 3200]","[0.7434640522875817, 0.1111111111111111, 0.08006535947712418, 0.06535947712418301]",Child,Female,"포니테일, 아이보리색 점퍼, 검정색 바지",low,8424000000000000000000,48960
22,"['Approach', 'None']",2,"[3, 4]","[27120, 9600]","[0.738562091503268, 0.26143790849673204]",Child,Male,"검정색 점퍼, 청바지, 검정/흰색 운동화",low,8400000000000000000000,36720
23,"['Approach', 'None', 'Touch', 'None', 'Gesture', 'None']",6,"[3, 4, 5, 4, 5, 4]","[9760, 14480, 13840, 7520, 9520, 8800]","[0.15269086357947434, 0.2265331664580726, 0.2165206508135169, 0.11764705882352941, 0.14893617021276595, 0.1376720901126408]",Child,Female,"연보라색 조끼, 검정 바지",high,8424140000000000000000,63920
26,"['Approach', 'Gesture', 'None', 'Gesture', 'Touch', 'None', 'Gesture', 'None', 'Touch', 'None', 'Gesture', 'None']",12,"[3, 5, 4, 5, 5, 4, 5, 4, 5, 4, 5, 4]","[8080, 1760, 2560, 2320, 3040, 16160, 5680, 4320, 19200, 10000, 7040, 8000]","[0.09165154264972777, 0.019963702359346643, 0.029038112522686024, 0.02631578947368421, 0.034482758620689655, 0.18330308529945555, 0.06442831215970962, 0.04900181488203267, 0.2177858439201452, 0.11343012704174228, 0.07985480943738657, 0.09074410163339383]",Child,Female,"베이지색 조끼, 흰색 상의, 크로스백",high,8141241424140000000000,88160
28,"['Approach', 'Gesture', 'None']",3,"[3, 5, 4]","[8480, 5160, 77440]","[0.09310496267018006, 0.05665349143610013, 0.8502415458937198]",Adult,Male,"검정색 상의, 검정색 바지",low,8140000000000000000000,91080
30,"['Approach', 'None']",2,"[3, 4]","[10160, 45040]","[0.18405797101449275, 0.8159420289855073]",Adult,Female,"단발 머리, 검정색 롱 코트",low,8400000000000000000000,55200
32,"['Approach', 'None']",2,"[3, 4]","[5200, 7600]","[0.40625, 0.59375]",Child,Male,"초록색 점퍼, 청바지",low,8400000000000000000000,12800
33,"['Approach', 'None']",2,"[3, 4]","[7680, 6480]","[0.5423728813559322, 0.4576271186440678]",Child,Male,"검정색 점퍼, 갈색 바지",low,8400000000000000000000,14160
34,"['Approach', 'Gesture']",2,"[3, 5]","[5360, 3360]","[0.6146788990825688, 0.3853211009174312]",Adult,Female,"흰색 머리띠, 초록색 크로스백, 흰색 후리스, 청바지",low,8100000000000000000000,8720
35,"['Approach', 'Gesture']",2,"[3, 5]","[3520, 3120]","[0.5301204819277109, 0.46987951807228917]",Child,Male,"검정색 점퍼, 회색 바지, 흰색 운동화",low,8100000000000000000000,6640
36,"['Approach', 'None']",2,"[3, 4]","[17520, 10720]","[0.6203966005665722, 0.37960339943342775]",Adult,Female,"흰색 머리띠, 초록색 크로스백, 흰색 후리스, 청바지",low,8400000000000000000000,28240
37,"['Approach', 'Touch', 'Gesture']",3,"[3, 5, 5]","[17840, 5120, 1200]","[0.7384105960264901, 0.2119205298013245, 0.04966887417218543]",Child,Male,"검정색 점퍼, 회색 바지, 흰색 운동화",low,8210000000000000000000,24160
38,"['Approach', 'Gesture']",2,"[3, 5]","[3800, 2480]","[0.6050955414012739, 0.39490445859872614]",Child,Male,"흰색 점퍼, 빨간색 바지",low,8100000000000000000000,6280
39,"['Approach', 'None']",2,"[3, 4]","[9280, 16000]","[0.3670886075949367, 0.6329113924050633]",Adult,Male,"안경, 크로스백, 검정색 상의, 검정색 바지",low,8400000000000000000000,25280
40,"['Approach', 'None', 'Gesture', 'None']",4,"[3, 4, 5, 4]","[7680, 800, 3920, 3840]","[0.4729064039408867, 0.04926108374384237, 0.2413793103448276, 0.23645320197044334]",Adult,Female,"초록색 모자, 빨간색 크로스백, 흰색 후리스",low,8414000000000000000000,16240
41,"['Approach', 'None', 'Gesture', 'Gesture']",4,"[3, 4, 5, 5]","[9120, 6080, 2880, 3680]","[0.41911764705882354, 0.27941176470588236, 0.1323529411764706, 0.16911764705882354]",Child,Female,"검정색 점퍼, 분홍색 상의",low,8411000000000000000000,21760
42,"['Approach', 'Gesture', 'None', 'Gesture']",4,"[3, 5, 4, 5]","[4400, 2000, 6160, 4240]","[0.2619047619047619, 0.11904761904761904, 0.36666666666666664, 0.2523809523809524]",Child,Male,"검정색 후드, 흰색 상의",high,8141000000000000000000,16800
43,"['Approach', 'Gesture', 'None']",3,"[3, 5, 4]","[10560, 13080, 5360]","[0.3641379310344828, 0.4510344827586207, 0.18482758620689654]",Child,Male,"검정색 후드, 흰색 상의",high,8140000000000000000000,29000
44,"['Approach', 'Gesture']",2,"[3, 5]","[5760, 4960]","[0.5373134328358209, 0.4626865671641791]",Child,Male,"검정색 후드, 흰색 상의",low,8100000000000000000000,10720
45,"['Approach', 'None']",2,"[3, 4]","[3200, 1920]","[0.625, 0.375]",Child,Female,"양갈래 머리, 하늘색 가방, 흰색 상의, 회색 바지",low,8400000000000000000000,5120
46,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None']",6,"[3, 4, 5, 4, 5, 4]","[10000, 1600, 2320, 11120, 2560, 29520]","[0.17507002801120447, 0.028011204481792718, 0.04061624649859944, 0.19467787114845939, 0.04481792717086835, 0.5168067226890757]",Child,Female,"양갈래 머리, 하늘색 가방, 흰색 상의, 회색 바지",low,8424240000000000000000,57120
47,"['Approach', 'None', 'Gesture']",3,"[3, 4, 5]","[9040, 5280, 4000]","[0.49344978165938863, 0.28820960698689957, 0.2183406113537118]",Child,Female,"묶은 머리, 하늘색 가방, 흰색 상의, 회색 바지",low,8410000000000000000000,18320
48,"['Approach', 'None']",2,"[3, 4]","[7280, 47840]","[0.1320754716981132, 0.8679245283018868]",Child,Female,"묶은 머리, 하늘색 가방, 흰색 상의, 회색 바지",low,8400000000000000000000,55120
49,"['Approach', 'None']",2,"[3, 4]","[4000, 4240]","[0.4854368932038835, 0.5145631067961165]",Adult,Female,"짧은 머리, 회색 점퍼, 검정색 신발",low,8400000000000000000000,8240
50,"['Approach', 'None', 'Touch']",3,"[3, 4, 5]","[9760, 3040, 10280]","[0.42287694974003465, 0.1317157712305026, 0.44540727902946275]",Adult,Female,"짧은 머리, 회색 점퍼, 검정색 신발",high,8420000000000000000000,23080
51,"['Approach', 'None']",2,"[3, 4]","[5520, 19920]","[0.2169811320754717, 0.7830188679245284]",Adult,Female,"짧은 머리, 회색 점퍼, 검정색 신발",low,8400000000000000000000,25440
52,"['Approach', 'None']",2,"[3, 4]","[11280, 17120]","[0.3971830985915493, 0.6028169014084507]",Adult,Male,"회색 가방, 검정색 후드, 청바지",low,8400000000000000000000,28400
53,"['Approach', 'None']",2,"[3, 4]","[7200, 24240]","[0.22900763358778625, 0.7709923664122137]",Adult,Female,"파란색 가방, 초록/베이지 상의, 흰색 바지",low,8400000000000000000000,31440
54,"['Approach', 'None']",2,"[3, 4]","[8880, 65440]","[0.11948331539289558, 0.8805166846071044]",Child,Male,땡땡이 트레이닝복,low,8400000000000000000000,74320
55,"['Approach', 'None']",2,"[3, 4]","[8560, 5520]","[0.6079545454545454, 0.39204545454545453]",Adult,Female,"흰색 가방, 단발머리, 갈색 롱코트",low,8400000000000000000000,14080
56,"['Approach', 'None']",2,"[3, 4]","[11120, 1600]","[0.8742138364779874, 0.12578616352201258]",Adult,Male,"셔츠 위 조끼, 검정색 바지, 흰색 운동화",low,8400000000000000000000,12720
57,"['Approach', 'None', 'Gesture', 'None']",4,"[3, 4, 5, 4]","[7760, 8400, 4400, 6160]","[0.2904191616766467, 0.3143712574850299, 0.16467065868263472, 0.23053892215568864]",Adult,Male,"셔츠 위 조끼, 검정색 바지, 흰색 운동화",low,8414000000000000000000,26720
58,"['Approach', 'None', 'Touch', 'None', 'None']",5,"[3, 4, 5, 4, 4]","[12800, 5200, 7120, 2080, 4480]","[0.40404040404040403, 0.16414141414141414, 0.22474747474747475, 0.06565656565656566, 0.1414141414141414]",Child,Female,"빨간 리본, 양갈래 머리, 무지개색 상의",low,8424400000000000000000,31680
60,"['Approach', 'None', 'Touch', 'None']",4,"[3, 4, 5, 4]","[6000, 1440, 6320, 14960]","[0.20891364902506965, 0.05013927576601671, 0.2200557103064067, 0.520891364902507]",Adult,Male,"셔츠 위 조끼, 검정색 바지, 흰색 운동화",high,8424000000000000000000,28720
61,"['Approach', 'None', 'Gesture', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch']",11,"[3, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5]","[7760, 5200, 3440, 1920, 3040, 35960, 3840, 40000, 4640, 45920, 6560]","[0.04902704068738944, 0.032853171594642405, 0.021733636593378822, 0.012130401819560273, 0.0192064695476371, 0.22719231741218093, 0.024260803639120546, 0.25271670457417234, 0.029315137730603992, 0.29011877685114984, 0.041445539550164265]",Adult,Male,"셔츠 위 조끼, 검정색 바지, 흰색 운동화",high,8414242424200000000000,158280
62,"['Approach', 'Touch', 'None', 'Touch', 'None']",5,"[3, 5, 4, 5, 4]","[3360, 13360, 5760, 3200, 6080]","[0.10579345088161209, 0.42065491183879095, 0.181360201511335, 0.10075566750629723, 0.19143576826196473]",Adult,Male,"셔츠 위 조끼, 검정색 바지, 흰색 운동화",high,8242400000000000000000,31760
63,"['Approach', 'None']",2,"[3, 4]","[1800, 25920]","[0.06493506493506493, 0.935064935064935]",Adult,Male,"셔츠 위 조끼, 검정색 바지, 흰색 운동화",low,8400000000000000000000,27720
65,"['Approach', 'None', 'Touch', 'None']",4,"[3, 4, 5, 4]","[7600, 1520, 11120, 10480]","[0.24739583333333334, 0.049479166666666664, 0.3619791666666667, 0.3411458333333333]",Child,Female,"빨간 리본, 양갈래 머리, 무지개색 상의",high,8424000000000000000000,30720
66,"['Approach', 'None']",2,"[3, 4]","[6880, 20640]","[0.25, 0.75]",Child,Female,"빨간 리본, 양갈래 머리, 무지개색 상의",low,8400000000000000000000,27520
67,"['Approach', 'None']",2,"[3, 4]","[3520, 3040]","[0.5365853658536586, 0.4634146341463415]",Child,Female,"빨간 리본, 양갈래 머리, 무지개색 상의",low,8400000000000000000000,6560
68,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'Gesture', 'None', 'Gesture', 'None']",11,"[3, 4, 5, 4, 5, 4, 5, 5, 4, 5, 4]","[2320, 11200, 5440, 2720, 6000, 2400, 3680, 6120, 600, 2480, 47400]","[0.025675077467906152, 0.1239486498450642, 0.06020362992474546, 0.03010181496237273, 0.06640106241699867, 0.02656042496679947, 0.04072598494909252, 0.06772908366533864, 0.006640106241699867, 0.027445772465692783, 0.5245683930942895]",Child,Female,"빨간 리본, 양갈래 머리, 무지개색 상의",high,8424242141400000000000,90360
69,"['Approach', 'None']",2,"[3, 4]","[3040, 5680]","[0.3486238532110092, 0.6513761467889908]",Child,Female,"빨간 리본, 양갈래 머리, 무지개색 상의",low,8400000000000000000000,8720
70,"['Approach', 'Touch']",2,"[3, 5]","[4160, 2880]","[0.5909090909090909, 0.4090909090909091]",Child,Female,"빨간 리본, 양갈래 머리, 무지개색 상의",low,8200000000000000000000,7040
71,"['Approach', 'Touch']",2,"[3, 5]","[6320, 2960]","[0.6810344827586207, 0.31896551724137934]",Child,Female,"빨간 리본, 양갈래 머리, 무지개색 상의",low,8200000000000000000000,9280
72,"['Approach', 'None', 'Touch']",3,"[3, 4, 5]","[3200, 2880, 4000]","[0.31746031746031744, 0.2857142857142857, 0.3968253968253968]",Child,Female,"빨간 리본, 양갈래 머리, 무지개색 상의",high,8420000000000000000000,10080
73,"['Approach', 'Touch']",2,"[3, 5]","[5680, 2200]","[0.7208121827411168, 0.27918781725888325]",Child,Female,"빨간 리본, 양갈래 머리, 무지개색 상의",low,8200000000000000000000,7880
74,"['Approach', 'None', 'Approach', 'None']",4,"[3, 4, 3, 4]","[7920, 8160, 4240, 6320]","[0.2972972972972973, 0.3063063063063063, 0.15915915915915915, 0.23723723723723725]",Child,Female,"빨간 리본, 양갈래 머리, 무지개색 상의",low,8484000000000000000000,26640
75,"['Approach', 'None', 'Touch']",3,"[3, 4, 5]","[5040, 2560, 3440]","[0.45652173913043476, 0.2318840579710145, 0.3115942028985507]",Child,Female,"빨간 리본, 양갈래 머리, 무지개색 상의",low,8420000000000000000000,11040
76,"['Approach', 'None', 'Touch', 'None']",4,"[3, 4, 5, 4]","[3680, 1760, 3440, 11040]","[0.18473895582329317, 0.08835341365461848, 0.17269076305220885, 0.5542168674698795]",Child,Female,"빨간 리본, 양갈래 머리, 무지개색 상의",high,8424000000000000000000,19920
77,"['Approach', 'None']",2,"[3, 4]","[3200, 3520]","[0.47619047619047616, 0.5238095238095238]",Child,Female,"빨간 리본, 양갈래 머리, 무지개색 상의",low,8400000000000000000000,6720
78,"['Approach', 'Touch', 'None']",3,"[3, 5, 4]","[3120, 4160, 9120]","[0.1902439024390244, 0.25365853658536586, 0.5560975609756098]",Child,Female,"빨간 리본, 양갈래 머리, 무지개색 상의",high,8240000000000000000000,16400
79,"['Approach', 'None']",2,"[3, 4]","[18800, 1600]","[0.9215686274509803, 0.0784313725490196]",Adult,Female,"갈색 후드, 흰색 바지, 배낭",low,8400000000000000000000,20400
80,"['Approach', 'None']",2,"[3, 4]","[9040, 5040]","[0.6420454545454546, 0.35795454545454547]",Adult,Male,"검정색 마스크, 회색 상의, 검정색 바지",low,8400000000000000000000,14080
81,"['Approach', 'Touch', 'None']",3,"[3, 5, 4]","[6540, 2880, 33120]","[0.153737658674189, 0.06770098730606489, 0.7785613540197461]",Child,Male,"하늘색 상의, 검은색 바지",low,8240000000000000000000,42540
82,"['Approach', 'None', 'Touch', 'None']",4,"[3, 4, 5, 4]","[8080, 9600, 8160, 18240]","[0.18330308529945555, 0.2177858439201452, 0.1851179673321234, 0.41379310344827586]",Child,Male,"검은색 상의, 검은색 바지(흰 줄)",high,8424000000000000000000,44080
83,"['Approach', 'None']",2,"[3, 4]","[8000, 131440]","[0.05737234652897304, 0.942627653471027]",Adult,Female,"회색 상의, 청바지, 흰색 운동화",low,8400000000000000000000,139440
84,"['Approach', 'Gesture', 'None']",3,"[3, 5, 4]","[3040, 3040, 26480]","[0.09336609336609336, 0.09336609336609336, 0.8132678132678133]",Adult,Female,"회색 상의, 청바지, 흰색 운동화",high,8140000000000000000000,32560
85,"['Approach', 'None']",2,"[3, 4]","[2960, 30400]","[0.08872901678657075, 0.9112709832134293]",Adult,Female,"회색 상의, 청바지, 흰색 운동화",low,8400000000000000000000,33360
86,"['Approach', 'None']",2,"[3, 4]","[11520, 7840]","[0.5950413223140496, 0.4049586776859504]",Adult,Female,"회색 상의, 청바지, 흰색 운동화",low,8400000000000000000000,19360
87,"['Approach', 'Touch']",2,"[3, 5]","[5120, 9520]","[0.34972677595628415, 0.6502732240437158]",Child,Male,"검정색 후드(팔에 줄무늬), 검은 바지, 검정색 운동화",high,8200000000000000000000,14640
88,"['Approach', 'None']",2,"[3, 4]","[3280, 79680]","[0.03953712632594021, 0.9604628736740598]",Child,Male,"검정색 후드(팔에 줄무늬), 검은 바지, 검정색 운동화",low,8400000000000000000000,82960
89,"['Approach', 'None', 'Gesture', 'Touch', 'None']",5,"[3, 4, 5, 5, 4]","[8400, 24800, 2240, 5120, 29120]","[0.12055109070034443, 0.3559127439724455, 0.03214695752009185, 0.07347876004592423, 0.417910447761194]",Child,Male,"검정색 후드(팔에 줄무늬), 검은 바지, 검정색 운동화",high,8412400000000000000000,69680
90,"['Approach', 'None']",2,"[3, 4]","[3200, 6880]","[0.31746031746031744, 0.6825396825396826]",Child,Male,"검정색 후드(팔에 줄무늬), 검은 바지, 검정색 운동화",low,8400000000000000000000,10080
91,"['Approach', 'Touch', 'Gesture', 'None']",4,"[3, 5, 5, 4]","[7840, 17760, 6000, 6960]","[0.2033195020746888, 0.4605809128630705, 0.15560165975103735, 0.18049792531120332]",Child,Male,"검정색 후드(팔에 줄무늬), 검은 바지, 검정색 운동화",high,8214000000000000000000,38560
93,"['Approach', 'None']",2,"[3, 4]","[7360, 7440]","[0.4972972972972973, 0.5027027027027027]",Adult,Female,"회색 상의, 청바지, 흰색 운동화",low,8400000000000000000000,14800
94,"['Approach', 'Touch', 'None', 'Touch', 'None']",5,"[3, 5, 4, 5, 4]","[11520, 12480, 4880, 2800, 16320]","[0.24, 0.26, 0.10166666666666667, 0.058333333333333334, 0.34]",Child,Male,"검정색 후드(팔에 줄무늬), 검은 바지, 검정색 운동화",high,8242400000000000000000,48000
95,"['Approach', 'Touch', 'None']",3,"[3, 5, 4]","[7520, 14400, 30960]","[0.1422087745839637, 0.2723146747352496, 0.5854765506807866]",Child,Male,"검정색 후드(팔에 줄무늬), 검은 바지, 검정색 운동화",high,8240000000000000000000,52880
96,"['Approach', 'None']",2,"[3, 4]","[7440, 3360]","[0.6888888888888889, 0.3111111111111111]",Child,Male,"검정색 후드(팔에 줄무늬), 검은 바지, 검정색 운동화",low,8400000000000000000000,10800
97,"['Approach', 'Touch']",2,"[3, 5]","[7440, 9200]","[0.44711538461538464, 0.5528846153846154]",Adult,Female,"갈색 롱코트, 청바지",high,8200000000000000000000,16640
98,"['Approach', 'None']",2,"[3, 4]","[10560, 10960]","[0.49070631970260226, 0.5092936802973977]",Adult,Female,"갈색 롱코트, 청바지",low,8400000000000000000000,21520
99,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",7,"[3, 5, 4, 5, 4, 5, 4]","[3320, 3840, 17280, 3680, 27360, 38840, 7840]","[0.03249804228660924, 0.037588097102584185, 0.16914643696162882, 0.036021926389976505, 0.2678151918559123, 0.3801879404855129, 0.07674236491777604]",Adult,Female,"갈색 롱코트, 청바지",high,8242424000000000000000,102160
100,"['Approach', 'Touch', 'None']",3,"[3, 5, 4]","[3520, 4400, 10880]","[0.18723404255319148, 0.23404255319148937, 0.5787234042553191]",Adult,Female,"갈색 롱코트, 청바지",high,8240000000000000000000,18800
101,"['Approach', 'Touch']",2,"[3, 5]","[6560, 8080]","[0.44808743169398907, 0.5519125683060109]",Adult,Female,"갈색 롱코트, 청바지",high,8200000000000000000000,14640
102,"['Approach', 'Gesture', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch']",8,"[3, 5, 4, 5, 4, 5, 4, 5]","[7840, 6400, 24480, 8880, 6800, 13520, 1600, 10400]","[0.0980980980980981, 0.08008008008008008, 0.3063063063063063, 0.1111111111111111, 0.08508508508508508, 0.16916916916916916, 0.02002002002002002, 0.13013013013013014]",Adult,Female,"갈색 롱코트, 청바지",high,8142424200000000000000,79920
103,"['Approach', 'Gesture', 'None']",3,"[3, 5, 4]","[2880, 2880, 9360]","[0.19047619047619047, 0.19047619047619047, 0.6190476190476191]",Adult,Male,"검정색 상의 안 회색 티, 검정색 바지, 흰색 운동화",high,8140000000000000000000,15120
104,"['Approach', 'None', 'Gesture', 'None', 'None']",5,"[3, 4, 5, 4, 4]","[16480, 26240, 2320, 7760, 13440]","[0.24879227053140096, 0.3961352657004831, 0.035024154589371984, 0.11714975845410629, 0.2028985507246377]",Adult,Male,"검정색 상의 안 회색 티, 검정색 바지, 흰색 운동화",low,8414400000000000000000,66240
105,"['Approach', 'None', 'Touch', 'None']",4,"[3, 4, 5, 4]","[6000, 2560, 9840, 4160]","[0.26595744680851063, 0.11347517730496454, 0.43617021276595747, 0.18439716312056736]",Adult,Male,"검정색 상의 안 회색 티, 검정색 바지, 흰색 운동화",high,8424000000000000000000,22560
106,"['Approach', 'None']",2,"[3, 4]","[2800, 6960]","[0.28688524590163933, 0.7131147540983607]",Adult,Male,"검정색 상의 안 회색 티, 검정색 바지, 흰색 운동화",low,8400000000000000000000,9760
107,"['Approach', 'None']",2,"[3, 4]","[11360, 6720]","[0.6283185840707964, 0.37168141592920356]",Adult,Male,"검정색 상의 안 회색 티, 검정색 바지, 흰색 운동화",low,8400000000000000000000,18080
108,"['Approach', 'None']",2,"[3, 4]","[9520, 38080]","[0.2, 0.8]",Adult,Male,"검정색 상의 안 회색 티, 검정색 바지, 흰색 운동화",low,8400000000000000000000,47600
109,"['Approach', 'None']",2,"[3, 4]","[17280, 3360]","[0.8372093023255814, 0.16279069767441862]",Adult,Male,"검정색 상의 안 회색 티, 검정색 바지, 흰색 운동화",low,8400000000000000000000,20640
110,"['Approach', 'None', 'Gesture', 'None', 'Gesture']",5,"[3, 4, 5, 4, 5]","[3600, 2640, 7440, 3040, 3240]","[0.18036072144288579, 0.13226452905811623, 0.3727454909819639, 0.1523046092184369, 0.1623246492985972]",Child,Male,"베이지색 상의, 검정색 바지",high,8414100000000000000000,19960
111,"['Approach', 'None', 'Gesture', 'None']",4,"[3, 4, 5, 4]","[10640, 10800, 7840, 10000]","[0.2708757637474542, 0.27494908350305497, 0.19959266802443992, 0.2545824847250509]",Child,Male,"베이지색 상의, 검정색 바지",low,8414000000000000000000,39280
112,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'Gesture', 'None', 'Gesture', 'None']",11,"[3, 4, 5, 4, 5, 4, 5, 5, 4, 5, 4]","[5120, 11080, 4000, 15280, 4800, 29600, 2800, 5200, 7840, 6320, 12240]","[0.04909858074415036, 0.1062523973916379, 0.038358266206367474, 0.14652857690832374, 0.04602991944764097, 0.2838511699271193, 0.02685078634445723, 0.04986574606827771, 0.07518220176448025, 0.06060606060606061, 0.11737629459148446]",Child,Male,"베이지색 상의, 검정색 바지",high,8424242141400000000000,104280
113,"['Approach', 'None']",2,"[3, 4]","[10800, 8080]","[0.5720338983050848, 0.4279661016949153]",Child,Male,"베이지색 상의, 검정색 바지",low,8400000000000000000000,18880
114,"['Approach', 'None', 'Gesture', 'None', 'Touch', 'None', 'Gesture', 'None', 'Gesture']",9,"[3, 4, 5, 4, 5, 4, 5, 4, 5]","[5680, 2880, 7280, 53920, 4400, 30480, 2400, 2960, 7760]","[0.04823369565217391, 0.024456521739130436, 0.06182065217391304, 0.4578804347826087, 0.03736413043478261, 0.25883152173913043, 0.020380434782608696, 0.025135869565217392, 0.06589673913043478]",Child,Male,"베이지색 상의, 검정색 바지",high,8414241410000000000000,117760
115,"['Approach', 'None', 'Gesture', 'None', 'Touch', 'None']",6,"[3, 4, 5, 4, 5, 4]","[8000, 8320, 5160, 8880, 4560, 11760]","[0.1713796058269066, 0.17823479005998286, 0.11053984575835475, 0.19023136246786632, 0.09768637532133675, 0.2519280205655527]",Child,Male,"베이지색 상의, 검정색 바지",high,8414240000000000000000,46680
116,"['Approach', 'Gesture', 'None']",3,"[3, 5, 4]","[7360, 7200, 11200]","[0.2857142857142857, 0.2795031055900621, 0.43478260869565216]",Child,Male,"베이지색 상의, 검정색 바지",high,8140000000000000000000,25760
