pid,code,code_count,code_score,duration,time_ratio,A/C,M/F,appearance,engagement_score,norm_engagement_score,engagement_level
0,"['Approach', 'None']",2,"[3, 4]","[2720, 2960]","[0.4788732394366197, 0.5211267605633803]",Child,Female,"포니테일, 아이보리색 점퍼, 검정색 바지",3.52112676056338,56.240644019274676,low
1,"['Approach', 'None']",2,"[3, 4]","[5520, 6320]","[0.46621621621621623, 0.5337837837837838]",Child,Female,"포니테일, 아이보리색 점퍼, 검정색 바지",3.5337837837837838,56.62138573794896,low
2,"['Approach', 'None']",2,"[3, 4]","[9240, 15600]","[0.3719806763285024, 0.6280193236714976]",Child,Male,"검정색 점퍼, 청바지, 검정/흰색 운동화",3.6280193236714977,59.45612821983113,low
3,"['Approach', 'None']",2,"[3, 4]","[5920, 6360]","[0.4820846905537459, 0.5179153094462541]",Child,Male,"검정색 점퍼, 청바지, 검정/흰색 운동화",3.517915309446254,56.144038885786266,low
5,"['Approach', 'None']",2,"[3, 4]","[4160, 7760]","[0.348993288590604, 0.6510067114093959]",Child,Male,"검정 마스크, 흰색 후리스, 회색 트레이닝 바지",3.651006711409396,60.147622369976204,low
8,"['Approach', 'None']",2,"[3, 4]","[8640, 16480]","[0.34394904458598724, 0.6560509554140127]",Adult,Female,"검정 핸드백, 흰색 점퍼, 아이보리색 바지",3.6560509554140124,60.29936058663951,low
9,"['Approach', 'None']",2,"[3, 4]","[6000, 6640]","[0.47468354430379744, 0.5253164556962026]",Adult,Female,"검정 핸드백, 흰색 점퍼, 아이보리색 바지",3.5253164556962027,56.3666761595192,low
13,"['Approach', 'None']",2,"[3, 4]","[6880, 13520]","[0.33725490196078434, 0.6627450980392157]",Adult,Female,"초록색 맨투맨, 검정 바지",3.6627450980392156,60.50073016017888,low
16,"['Approach', 'None']",2,"[3, 4]","[5200, 20960]","[0.19877675840978593, 0.8012232415902141]",Adult,Female,"검정색 롱코트, 연두색 후리스 입은 아이와 동행",3.801223241590214,64.66635468786698,low
18,"['Approach', 'None']",2,"[3, 4]","[5040, 7440]","[0.40384615384615385, 0.5961538461538461]",Child,Male,"연두색 후리스, 흰색 바지",3.5961538461538463,58.4975681804619,low
19,"['Approach', 'None']",2,"[3, 4]","[9280, 19120]","[0.3267605633802817, 0.6732394366197183]",Child,Male,"연두색 후리스, 흰색 바지",3.6732394366197183,60.81641517062031,low
20,"['Approach', 'None']",2,"[3, 4]","[3520, 14160]","[0.19909502262443438, 0.8009049773755657]",Child,Male,"연두색 후리스, 흰색 바지",3.800904977375566,64.65678083610362,low
21,"['Approach', 'None']",2,"[3, 4]","[6000, 960]","[0.8620689655172413, 0.13793103448275862]",Child,Male,"검정색 마스크, 회색 맨투맨, 회색 트레이닝 바지",3.137931034482759,44.71355768973543,low
22,"['Approach', 'None']",2,"[3, 4]","[8720, 17520]","[0.3323170731707317, 0.6676829268292683]",Child,Male,"검정색 마스크, 회색 맨투맨, 회색 트레이닝 바지",3.6676829268292686,60.64926725198207,low
23,"['Approach', 'None']",2,"[3, 4]","[12160, 5520]","[0.6877828054298643, 0.31221719457013575]",Adult,Female,"검정 크로스백, 회색 맨투맨, 검정색 바지",3.3122171945701355,49.95633958064934,low
24,"['Approach', 'Touch', 'None', 'Gesture']",4,"[3, 5, 4, 5]","[3120, 3280, 3840, 4960]","[0.20526315789473684, 0.21578947368421053, 0.25263157894736843, 0.3263157894736842]",Adult,Female,"검정 크로스백, 회색 맨투맨, 검정색 바지",4.336842105263158,80.77855130456086,high
25,"['Approach', 'None', 'None']",3,"[3, 4, 4]","[8160, 34160, 15280]","[0.14166666666666666, 0.5930555555555556, 0.2652777777777778]",Adult,Female,"검정 크로스백, 회색 맨투맨, 검정색 바지",3.8583333333333334,66.38430954228085,low
26,"['Approach', 'None']",2,"[3, 4]","[2560, 15200]","[0.14414414414414414, 0.8558558558558559]",Adult,Female,"검정 크로스백, 회색 맨투맨, 검정색 바지",3.855855855855856,66.3097834063699,low
27,"['Approach', 'Touch', 'None']",3,"[3, 5, 4]","[1280, 2960, 6080]","[0.12403100775193798, 0.2868217054263566, 0.5891472868217055]",Adult,Female,"검정 크로스백, 회색 맨투맨, 검정색 바지",4.162790697674419,75.5428311111913,high
28,"['Approach', 'None', 'Touch', 'None', 'None', 'Touch', 'None', 'Touch']",8,"[3, 4, 5, 4, 4, 5, 4, 5]","[40680, 18880, 4720, 39040, 9280, 7440, 2480, 6000]","[0.3165266106442577, 0.14690320572673513, 0.03672580143168378, 0.30376595082477437, 0.07220666044195456, 0.05788982259570495, 0.019296607531901648, 0.04668534080298786]",Adult,Female,"초록색 맨투맨, 검정 바지",3.8247743541861188,65.37480650393076,low
29,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None']",6,"[3, 4, 5, 4, 5, 4]","[5920, 4720, 1280, 3600, 6720, 12000]","[0.17289719626168223, 0.1378504672897196, 0.037383177570093455, 0.10514018691588785, 0.19626168224299065, 0.35046728971962615]",Child,Male,"검정색 맨투맨, 검정색 바지, 흰색 운동화",4.0607476635514015,72.47322781552023,high
30,"['Approach', 'None', 'Touch', 'None']",4,"[3, 4, 5, 4]","[36400, 5440, 3920, 3200]","[0.7434640522875817, 0.1111111111111111, 0.08006535947712418, 0.06535947712418301]",Child,Female,"포니테일, 아이보리색 점퍼, 검정색 바지",3.3366013071895426,50.689849252346406,low
31,"['Approach', 'None']",2,"[3, 4]","[27120, 9600]","[0.738562091503268, 0.26143790849673204]",Child,Male,"검정색 점퍼, 청바지, 검정/흰색 운동화",3.261437908496732,48.42882459422869,low
33,"['Approach', 'None', 'Touch', 'None', 'Gesture', 'None']",6,"[3, 4, 5, 4, 5, 4]","[9760, 14480, 13840, 7520, 9520, 8800]","[0.15269086357947434, 0.2265331664580726, 0.2165206508135169, 0.11764705882352941, 0.14893617021276595, 0.1376720901126408]",Child,Female,"연보라색 조끼, 검정 바지",4.212765957446809,77.04615981380917,high
37,"['Avoid', 'None']",2,"[2, 4]","[7160, 13240]","[0.3509803921568627, 0.6490196078431373]",Child,Female,"연보라색 조끼, 검정 바지",3.2980392156862743,49.52984529731209,low
38,"['Follow', 'None']",2,"[2, 4]","[8640, 4000]","[0.6835443037974683, 0.31645569620253167]",Child,Female,"베이지색 조끼, 흰색 상의, 크로스백",2.632911392405063,29.521830287437023,low
39,"['Approach', 'Gesture', 'None', 'Gesture', 'Touch', 'None', 'Gesture', 'None', 'Touch', 'None', 'Gesture', 'None']",12,"[3, 5, 4, 5, 5, 4, 5, 4, 5, 4, 5, 4]","[8080, 1760, 2560, 2320, 3040, 16160, 5680, 4320, 19200, 10000, 7040, 8000]","[0.09165154264972777, 0.019963702359346643, 0.029038112522686024, 0.02631578947368421, 0.034482758620689655, 0.18330308529945555, 0.06442831215970962, 0.04900181488203267, 0.2177858439201452, 0.11343012704174228, 0.07985480943738657, 0.09074410163339383]",Child,Female,"베이지색 조끼, 흰색 상의, 크로스백",4.351179673321234,81.20984626301848,high
41,"['Avoid', 'None']",2,"[2, 4]","[7960, 10720]","[0.4261241970021413, 0.5738758029978587]",Child,Female,"베이지색 조끼, 흰색 상의, 크로스백",3.147751605995717,45.00897480409925,low
44,"['Approach', 'Gesture', 'None']",3,"[3, 5, 4]","[8480, 5160, 77440]","[0.09310496267018006, 0.05665349143610013, 0.8502415458937198]",Adult,Male,"검정색 상의, 검정색 바지",3.9635485287659202,69.54933607672503,low
46,"['Avoid', 'None', 'Touch']",3,"[2, 4, 5]","[7360, 7040, 7600]","[0.33454545454545453, 0.32, 0.34545454545454546]",Adult,Male,"검정색 상의, 검정색 바지",3.6763636363636367,60.91039565554694,low
47,"['Approach', 'None']",2,"[3, 4]","[10160, 45040]","[0.18405797101449275, 0.8159420289855073]",Adult,Female,"단발 머리, 검정색 롱 코트",3.8159420289855075,65.1091172799946,low
51,"['Avoid', 'None']",2,"[2, 4]","[12960, 23200]","[0.3584070796460177, 0.6415929203539823]",Adult,Female,"단발 머리, 검정색 롱 코트",3.2831858407079646,49.083034114392035,low
59,"['Approach', 'None']",2,"[3, 4]","[5200, 7600]","[0.40625, 0.59375]",Child,Male,"초록색 점퍼, 청바지",3.59375,58.425256982156704,low
60,"['Approach', 'None']",2,"[3, 4]","[7680, 6480]","[0.5423728813559322, 0.4576271186440678]",Child,Male,"검정색 점퍼, 갈색 바지",3.457627118644068,54.33048217643424,low
61,"['Approach', 'Gesture']",2,"[3, 5]","[5360, 3360]","[0.6146788990825688, 0.3853211009174312]",Adult,Female,"흰색 머리띠, 초록색 크로스백, 흰색 후리스, 청바지",3.770642201834862,63.746432409733735,low
62,"['Approach', 'Gesture']",2,"[3, 5]","[3520, 3120]","[0.5301204819277109, 0.46987951807228917]",Child,Male,"검정색 점퍼, 회색 바지, 흰색 운동화",3.9397590361445785,68.83371344182004,low
63,"['Approach', 'None']",2,"[3, 4]","[17520, 10720]","[0.6203966005665722, 0.37960339943342775]",Adult,Female,"흰색 머리띠, 초록색 크로스백, 흰색 후리스, 청바지",3.3796033994334276,51.98341490537716,low
64,"['Approach', 'Touch', 'Gesture']",3,"[3, 5, 5]","[17840, 5120, 1200]","[0.7384105960264901, 0.2119205298013245, 0.04966887417218543]",Child,Male,"검정색 점퍼, 회색 바지, 흰색 운동화",3.52317880794702,56.30237259747533,low
68,"['Approach', 'Gesture']",2,"[3, 5]","[3800, 2480]","[0.6050955414012739, 0.39490445859872614]",Child,Male,"흰색 점퍼, 빨간색 바지",3.789808917197452,64.32299516239813,low
77,"['Approach', 'None']",2,"[3, 4]","[9280, 16000]","[0.3670886075949367, 0.6329113924050633]",Adult,Male,"안경, 크로스백, 검정색 상의, 검정색 바지",3.6329113924050636,59.60328878239437,low
78,"['Approach', 'None', 'Gesture', 'None']",4,"[3, 4, 5, 4]","[7680, 800, 3920, 3840]","[0.4729064039408867, 0.04926108374384237, 0.2413793103448276, 0.23645320197044334]",Adult,Female,"초록색 모자, 빨간색 크로스백, 흰색 후리스",3.7684729064039404,63.68117683926515,low
79,"['Approach', 'None', 'Gesture', 'Gesture']",4,"[3, 4, 5, 5]","[9120, 6080, 2880, 3680]","[0.41911764705882354, 0.27941176470588236, 0.1323529411764706, 0.16911764705882354]",Child,Female,"검정색 점퍼, 분홍색 상의",3.8823529411764706,67.10685437867932,low
80,"['Approach', 'Gesture', 'None', 'Gesture']",4,"[3, 5, 4, 5]","[4400, 2000, 6160, 4240]","[0.2619047619047619, 0.11904761904761904, 0.36666666666666664, 0.2523809523809524]",Child,Male,"검정색 후드, 흰색 상의",4.109523809523809,73.9404854261332,high
81,"['Approach', 'Gesture', 'None']",3,"[3, 5, 4]","[10560, 13080, 5360]","[0.3641379310344828, 0.4510344827586207, 0.18482758620689654]",Child,Male,"검정색 후드, 흰색 상의",4.086896551724138,73.25982450977769,high
82,"['Approach', 'Gesture']",2,"[3, 5]","[5760, 4960]","[0.5373134328358209, 0.4626865671641791]",Child,Male,"검정색 후드, 흰색 상의",3.9253731343283587,68.4009645334229,low
84,"['Approach', 'None']",2,"[3, 4]","[3200, 1920]","[0.625, 0.375]",Child,Female,"양갈래 머리, 하늘색 가방, 흰색 상의, 회색 바지",3.375,51.844937936384795,low
85,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None']",6,"[3, 4, 5, 4, 5, 4]","[10000, 1600, 2320, 11120, 2560, 29520]","[0.17507002801120447, 0.028011204481792718, 0.04061624649859944, 0.19467787114845939, 0.04481792717086835, 0.5168067226890757]",Child,Female,"양갈래 머리, 하늘색 가방, 흰색 상의, 회색 바지",3.9103641456582636,67.94947226369214,low
87,"['Approach', 'None', 'Gesture']",3,"[3, 4, 5]","[9040, 5280, 4000]","[0.49344978165938863, 0.28820960698689957, 0.2183406113537118]",Child,Female,"묶은 머리, 하늘색 가방, 흰색 상의, 회색 바지",3.7248908296943233,62.37016440760076,low
88,"['Approach', 'None']",2,"[3, 4]","[7280, 47840]","[0.1320754716981132, 0.8679245283018868]",Child,Female,"묶은 머리, 하늘색 가방, 흰색 상의, 회색 바지",3.867924528301887,66.67282667564443,low
90,"['Approach', 'None']",2,"[3, 4]","[4000, 4240]","[0.4854368932038835, 0.5145631067961165]",Adult,Female,"짧은 머리, 회색 점퍼, 검정색 신발",3.5145631067961167,56.043199740899475,low
91,"['Approach', 'None', 'Touch']",3,"[3, 4, 5]","[9760, 3040, 10280]","[0.42287694974003465, 0.1317157712305026, 0.44540727902946275]",Adult,Female,"짧은 머리, 회색 점퍼, 검정색 신발",4.022530329289428,71.32359466113078,high
92,"['Approach', 'None']",2,"[3, 4]","[5520, 19920]","[0.2169811320754717, 0.7830188679245284]",Adult,Female,"짧은 머리, 회색 점퍼, 검정색 신발",3.7830188679245285,64.11874057701597,low
94,"['Approach', 'None']",2,"[3, 4]","[11280, 17120]","[0.3971830985915493, 0.6028169014084507]",Adult,Male,"회색 가방, 검정색 후드, 청바지",3.602816901408451,58.69800260055289,low
96,"['Approach', 'None']",2,"[3, 4]","[7200, 24240]","[0.22900763358778625, 0.7709923664122137]",Adult,Female,"파란색 가방, 초록/베이지 상의, 흰색 바지",3.7709923664122136,63.75696587093373,low
98,"['Approach', 'None']",2,"[3, 4]","[8880, 65440]","[0.11948331539289558, 0.8805166846071044]",Child,Male,땡땡이 트레이닝복,3.8805166846071044,67.05161710290184,low
100,"['Approach', 'None']",2,"[3, 4]","[8560, 5520]","[0.6079545454545454, 0.39204545454545453]",Adult,Female,"흰색 가방, 단발머리, 갈색 롱코트",3.392045454545454,52.35769006982155,low
107,"['Approach', 'None']",2,"[3, 4]","[11120, 1600]","[0.8742138364779874, 0.12578616352201258]",Adult,Male,"셔츠 위 조끼, 검정색 바지, 흰색 운동화",3.1257861635220126,44.34822225800313,low
110,"['Approach', 'None', 'Gesture', 'None']",4,"[3, 4, 5, 4]","[7760, 8400, 4400, 6160]","[0.2904191616766467, 0.3143712574850299, 0.16467065868263472, 0.23053892215568864]",Adult,Male,"셔츠 위 조끼, 검정색 바지, 흰색 운동화",3.874251497005988,66.86315112211574,low
115,"['Approach', 'None', 'Touch', 'None', 'None']",5,"[3, 4, 5, 4, 4]","[12800, 5200, 7120, 2080, 4480]","[0.40404040404040403, 0.16414141414141414, 0.22474747474747475, 0.06565656565656566, 0.1414141414141414]",Child,Female,"빨간 리본, 양갈래 머리, 무지개색 상의",3.8207070707070705,65.25245668476855,low
117,"['Follow', 'None']",2,"[2, 4]","[5680, 8480]","[0.4011299435028249, 0.5988700564971752]",Adult,Male,"셔츠 위 조끼, 검정색 바지, 흰색 운동화",3.1977401129943503,46.51270200260352,low
118,"['Approach', 'None', 'Touch', 'None']",4,"[3, 4, 5, 4]","[6000, 1440, 6320, 14960]","[0.20891364902506965, 0.05013927576601671, 0.2200557103064067, 0.520891364902507]",Adult,Male,"셔츠 위 조끼, 검정색 바지, 흰색 운동화",4.011142061281337,70.98101894971593,high
119,"['Approach', 'None', 'Gesture', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch']",11,"[3, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5]","[7760, 5200, 3440, 1920, 3040, 35960, 3840, 40000, 4640, 45920, 6560]","[0.04902704068738944, 0.032853171594642405, 0.021733636593378822, 0.012130401819560273, 0.0192064695476371, 0.22719231741218093, 0.024260803639120546, 0.25271670457417234, 0.029315137730603992, 0.29011877685114984, 0.041445539550164265]",Adult,Male,"셔츠 위 조끼, 검정색 바지, 흰색 운동화",4.086934546373515,73.26096744424595,high
120,"['Approach', 'Touch', 'None', 'Touch', 'None']",5,"[3, 5, 4, 5, 4]","[3360, 13360, 5760, 3200, 6080]","[0.10579345088161209, 0.42065491183879095, 0.181360201511335, 0.10075566750629723, 0.19143576826196473]",Adult,Male,"셔츠 위 조끼, 검정색 바지, 흰색 운동화",4.415617128463476,83.14821889540053,high
121,"['Approach', 'None']",2,"[3, 4]","[1800, 25920]","[0.06493506493506493, 0.935064935064935]",Adult,Male,"셔츠 위 조끼, 검정색 바지, 흰색 운동화",3.935064935064935,68.6925080350216,low
123,"['Avoid', 'None', 'Touch']",3,"[2, 4, 5]","[3680, 5120, 3400]","[0.3016393442622951, 0.419672131147541, 0.2786885245901639]",Adult,Male,"셔츠 위 조끼, 검정색 바지, 흰색 운동화",3.675409836065574,60.88170395146829,low
126,"['Approach', 'None', 'Touch', 'None']",4,"[3, 4, 5, 4]","[7600, 1520, 11120, 10480]","[0.24739583333333334, 0.049479166666666664, 0.3619791666666667, 0.3411458333333333]",Child,Female,"빨간 리본, 양갈래 머리, 무지개색 상의",4.114583333333333,74.09268328161365,high
127,"['Approach', 'None']",2,"[3, 4]","[6880, 20640]","[0.25, 0.75]",Child,Female,"빨간 리본, 양갈래 머리, 무지개색 상의",3.75,63.125484871993784,low
128,"['Approach', 'None']",2,"[3, 4]","[3520, 3040]","[0.5365853658536586, 0.4634146341463415]",Child,Female,"빨간 리본, 양갈래 머리, 무지개색 상의",3.463414634146342,54.50457908380481,low
129,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'Gesture', 'None', 'Gesture', 'None']",11,"[3, 4, 5, 4, 5, 4, 5, 5, 4, 5, 4]","[2320, 11200, 5440, 2720, 6000, 2400, 3680, 6120, 600, 2480, 47400]","[0.025675077467906152, 0.1239486498450642, 0.06020362992474546, 0.03010181496237273, 0.06640106241699867, 0.02656042496679947, 0.04072598494909252, 0.06772908366533864, 0.006640106241699867, 0.027445772465692783, 0.5245683930942895]",Child,Female,"빨간 리본, 양갈래 머리, 무지개색 상의",4.236830455953962,77.77005502685405,high
130,"['Approach', 'None']",2,"[3, 4]","[3040, 5680]","[0.3486238532110092, 0.6513761467889908]",Child,Female,"빨간 리본, 양갈래 머리, 무지개색 상의",3.6513761467889907,60.15873552501405,low
131,"['Approach', 'Touch']",2,"[3, 5]","[4160, 2880]","[0.5909090909090909, 0.4090909090909091]",Child,Female,"빨간 리본, 양갈래 머리, 무지개색 상의",3.8181818181818183,65.17649340574089,low
132,"['Approach', 'Touch']",2,"[3, 5]","[6320, 2960]","[0.6810344827586207, 0.31896551724137934]",Child,Female,"빨간 리본, 양갈래 머리, 무지개색 상의",3.637931034482759,59.7542869372141,low
133,"['Approach', 'None', 'Touch']",3,"[3, 4, 5]","[3200, 2880, 4000]","[0.31746031746031744, 0.2857142857142857, 0.3968253968253968]",Child,Female,"빨간 리본, 양갈래 머리, 무지개색 상의",4.079365079365079,73.03326683660273,high
134,"['Approach', 'Touch']",2,"[3, 5]","[5680, 2200]","[0.7208121827411168, 0.27918781725888325]",Child,Female,"빨간 리본, 양갈래 머리, 무지개색 상의",3.5583756345177666,57.361144475117456,low
135,"['Approach', 'None', 'Approach', 'None']",4,"[3, 4, 3, 4]","[7920, 8160, 4240, 6320]","[0.2972972972972973, 0.3063063063063063, 0.15915915915915915, 0.23723723723723725]",Child,Female,"빨간 리본, 양갈래 머리, 무지개색 상의",3.5435435435435436,56.91497354608293,low
136,"['Approach', 'None', 'Touch']",3,"[3, 4, 5]","[5040, 2560, 3440]","[0.45652173913043476, 0.2318840579710145, 0.3115942028985507]",Child,Female,"빨간 리본, 양갈래 머리, 무지개색 상의",3.855072463768116,66.2862178297973,low
137,"['Approach', 'None', 'Touch', 'None']",4,"[3, 4, 5, 4]","[3680, 1760, 3440, 11040]","[0.18473895582329317, 0.08835341365461848, 0.17269076305220885, 0.5542168674698795]",Child,Female,"빨간 리본, 양갈래 머리, 무지개색 상의",3.9879518072289155,70.2834222849505,high
139,"['Approach', 'None']",2,"[3, 4]","[3200, 3520]","[0.47619047619047616, 0.5238095238095238]",Child,Female,"빨간 리본, 양갈래 머리, 무지개색 상의",3.5238095238095237,56.321345450515345,low
140,"['Approach', 'Touch', 'None']",3,"[3, 5, 4]","[3120, 4160, 9120]","[0.1902439024390244, 0.25365853658536586, 0.5560975609756098]",Child,Female,"빨간 리본, 양갈래 머리, 무지개색 상의",4.0634146341463415,72.5534541807792,high
141,"['Approach', 'None']",2,"[3, 4]","[18800, 1600]","[0.9215686274509803, 0.0784313725490196]",Adult,Female,"갈색 후드, 흰색 바지, 배낭",3.0784313725490193,42.92372107881165,low
142,"['Approach', 'None']",2,"[3, 4]","[9040, 5040]","[0.6420454545454546, 0.35795454545454547]",Adult,Male,"검정색 마스크, 회색 상의, 검정색 바지",3.357954545454546,51.33218580294804,low
143,"['Approach', 'Touch', 'None']",3,"[3, 5, 4]","[6540, 2880, 33120]","[0.153737658674189, 0.06770098730606489, 0.7785613540197461]",Child,Male,"하늘색 상의, 검은색 바지",3.9139633286318762,68.05774093692862,low
144,"['Approach', 'None', 'Touch', 'None']",4,"[3, 4, 5, 4]","[8080, 9600, 8160, 18240]","[0.18330308529945555, 0.2177858439201452, 0.1851179673321234, 0.41379310344827586]",Child,Male,"검은색 상의, 검은색 바지(흰 줄)",4.001814882032668,70.70044379427206,high
147,"['Approach', 'None']",2,"[3, 4]","[8000, 131440]","[0.05737234652897304, 0.942627653471027]",Adult,Female,"회색 상의, 청바지, 흰색 운동화",3.942627653471027,68.92000563486351,low
148,"['Approach', 'Gesture', 'None']",3,"[3, 5, 4]","[3040, 3040, 26480]","[0.09336609336609336, 0.09336609336609336, 0.8132678132678133]",Adult,Female,"회색 상의, 청바지, 흰색 운동화",4.0,70.64584949573313,high
149,"['Approach', 'None']",2,"[3, 4]","[2960, 30400]","[0.08872901678657075, 0.9112709832134293]",Adult,Female,"회색 상의, 청바지, 흰색 운동화",3.9112709832134294,67.97675125996953,low
