pid,code,code_count,code_score,duration,time_ratio,A/C,M/F,appearance,engagement_score,norm_engagement_score,engagement_level
633,"['Approach', 'None']",2,"[3, 4]","[5760, 21600]","[0.21052631578947367, 0.7894736842105263]",Adult,Male,"차콜색 상의, 검은색 조끼, 검은색 바지",3.7894736842105265,64.3129108652158,low
634,"['Approach', 'None']",2,"[3, 4]","[11520, 4320]","[0.7272727272727273, 0.2727272727272727]",Child,Female,"회색 상의, 분홍색 조끼, 회색 치마",3.2727272727272725,48.76842513576415,low
635,"['Approach', 'None']",2,"[3, 4]","[6480, 18240]","[0.2621359223300971, 0.7378640776699029]",Child,Female,"회색 상의, 분홍색 조끼, 회색 치마",3.737864077669903,62.76041862812295,low
636,"['Approach', 'None']",2,"[3, 4]","[2400, 40720]","[0.055658627087198514, 0.9443413729128015]",Child,Female,"회색 상의, 분홍색 조끼, 회색 치마",3.9443413729128016,68.97155681512326,low
637,"['Approach', 'None']",2,"[3, 4]","[10160, 13360]","[0.43197278911564624, 0.5680272108843537]",Child,Female,"회색 상의, 분홍색 조끼, 회색 치마",3.5680272108843534,57.65147796899984,low
638,"['Approach', 'None']",2,"[3, 4]","[18640, 74400]","[0.2003439380911436, 0.7996560619088564]",Child,Female,"회색 상의, 분홍색 조끼, 회색 치마",3.7996560619088564,64.61921163732809,low
639,"['Approach', 'None']",2,"[3, 4]","[2160, 3920]","[0.35526315789473684, 0.6447368421052632]",Child,Female,"회색 상의, 분홍색 조끼, 회색 치마",3.6447368421052633,59.95901555673513,low
640,"['Approach', 'None']",2,"[3, 4]","[6640, 23600]","[0.21957671957671956, 0.7804232804232805]",Child,Female,"분홍색 상의, 베이지색 조끼, 분홍색 치마",3.7804232804232805,64.04066151932714,low
642,"['Approach', 'None']",2,"[3, 4]","[15680, 72160]","[0.1785063752276867, 0.8214936247723132]",Child,Female,"분홍색 상의, 베이지색 조끼, 분홍색 치마",3.8214936247723132,65.2761173782362,low
643,"['Approach', 'None']",2,"[3, 4]","[4720, 9040]","[0.3430232558139535, 0.6569767441860465]",Child,Female,"분홍색 상의, 베이지색 조끼, 분홍색 치마",3.6569767441860463,60.327209663160545,low
644,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",11,"[3, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4]","[15680, 5680, 5520, 10080, 3680, 4720, 11760, 3760, 2560, 2800, 5840]","[0.21753607103218647, 0.07880133185349611, 0.07658157602663707, 0.13984461709211987, 0.051054384017758046, 0.06548279689234185, 0.16315205327413984, 0.05216426193118757, 0.03551609322974473, 0.038845726970033294, 0.08102108768035517]",Adult,Female,"흰색 맨투맨, 검은색 바지",4.157602663706992,75.38676748272974,high
645,"['Approach', 'None']",2,"[3, 4]","[5280, 5280]","[0.5, 0.5]",Adult,Female,"흰색 맨투맨, 검은색 바지",3.5,55.60512024825446,low
646,"['Approach', 'None']",2,"[3, 4]","[2400, 62080]","[0.03722084367245657, 0.9627791563275434]",Adult,Female,"흰색 맨투맨, 검은색 바지",3.962779156327543,69.52619223165281,low
647,"['Approach', 'None']",2,"[3, 4]","[1680, 3920]","[0.3, 0.7]",Adult,Female,"흰색 맨투맨, 검은색 바지",3.6999999999999997,61.62141194724592,low
650,"['Approach', 'None', 'Touch', 'None']",4,"[3, 4, 5, 4]","[15920, 27360, 15120, 32080]","[0.17595048629531387, 0.30238726790450926, 0.16710875331564987, 0.35455349248452694]",Adult,Female,"흰색 맨투맨, 검은색 바지",3.9911582670203356,70.37987727208186,high
651,"['Approach', 'None']",2,"[3, 4]","[2800, 56560]","[0.04716981132075472, 0.9528301886792453]",Adult,Female,"흰색 맨투맨, 검은색 바지",3.952830188679245,69.22691277427286,low
652,"['Pass', 'None']",2,"[1, 4]","[9360, 50080]","[0.15746971736204576, 0.8425302826379543]",Adult,Male,"회색 상의, 회색 바지",3.5275908479138627,56.435093194616,low
654,"['Approach', 'None', 'Touch', 'None']",4,"[3, 4, 5, 4]","[4480, 0, 23520, 4960]","[0.13592233009708737, 0.0, 0.7135922330097088, 0.15048543689320387]",Adult,Male,"회색 상의, 회색 바지",4.577669902912621,88.02300270398517,high
655,"['Approach', 'None', 'Touch', 'None']",4,"[3, 4, 5, 4]","[8160, 32960, 4480, 74080]","[0.06818181818181818, 0.27540106951871657, 0.0374331550802139, 0.6189839572192514]",Adult,Male,"회색 상의, 회색 바지",3.9692513368983957,69.72088486286678,low
657,"['Approach', 'None']",2,"[3, 4]","[17600, 17120]","[0.5069124423963134, 0.4930875576036866]",Child,Male,"회색 상의, 회색 바지",3.493087557603687,55.39718389921098,low
659,"['Approach', 'None']",2,"[3, 4]","[9760, 21040]","[0.3168831168831169, 0.6831168831168831]",Child,Male,"회색 상의, 회색 바지",3.6831168831168832,61.11354316746094,low
660,"['Approach', 'Touch', 'None', 'Touch', 'None']",5,"[3, 5, 4, 5, 4]","[8000, 24720, 31920, 2720, 26480]","[0.08525149190110827, 0.26342710997442453, 0.340153452685422, 0.028985507246376812, 0.28218243819266836]",Child,Male,"회색 상의, 회색 바지",4.207161125319693,76.87755828880614,high
661,"['Approach', 'Touch', 'None']",3,"[3, 5, 4]","[5280, 5280, 28480]","[0.13524590163934427, 0.13524590163934427, 0.7295081967213115]",Child,Male,"회색 상의, 회색 바지",4.0,70.64584949573313,high
663,"['Approach', 'None']",2,"[3, 4]","[8800, 25440]","[0.2570093457943925, 0.7429906542056075]",Adult,Male,"검은색 후드, 검은색 바지",3.7429906542056077,62.91463352740298,low
664,"['Approach', 'None', 'Touch', 'None']",4,"[3, 4, 5, 4]","[3760, 4160, 2000, 12320]","[0.16906474820143885, 0.18705035971223022, 0.08992805755395683, 0.5539568345323741]",Adult,Male,"검은색 후드, 검은색 바지",3.920863309352518,68.26530242059262,low
665,"['Approach', 'None']",2,"[3, 4]","[3360, 6480]","[0.34146341463414637, 0.6585365853658537]",Adult,Male,"검은색 후드, 검은색 바지",3.658536585365854,60.37413196086965,low
666,"['Approach', 'None']",2,"[3, 4]","[3360, 1280]","[0.7241379310344828, 0.27586206896551724]",Adult,Male,"검은색 후드, 검은색 바지",3.2758620689655173,48.86272437869506,low
667,"['Approach', 'Touch', 'None', 'Touch']",4,"[3, 5, 4, 5]","[2320, 39280, 1920, 10880]","[0.04264705882352941, 0.7220588235294118, 0.03529411764705882, 0.2]",Adult,Male,"검은색 후드, 검은색 바지",4.879411764705882,97.09983799571029,high
669,"['Approach', 'None']",2,"[3, 4]","[4000, 1440]","[0.7352941176470589, 0.2647058823529412]",Child,Male,"검은색 점퍼, 흰색 상의, 검은색 바지",3.264705882352941,48.52713001414685,low
670,"['Approach', 'None']",2,"[3, 4]","[3360, 10720]","[0.23863636363636365, 0.7613636363636364]",Child,Male,"검은색 점퍼, 흰색 상의, 검은색 바지",3.7613636363636362,63.4673196276183,low
671,"['Approach', 'None']",2,"[3, 4]","[2720, 3040]","[0.4722222222222222, 0.5277777777777778]",Child,Male,"검은색 점퍼, 흰색 상의, 검은색 바지",3.5277777777777777,56.440716317558824,low
672,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",12,"[3, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4]","[2320, 10080, 2160, 9920, 2880, 8560, 2480, 34480, 3120, 6800, 2560, 11920]","[0.023848684210526317, 0.10361842105263158, 0.022203947368421052, 0.10197368421052631, 0.029605263157894735, 0.08799342105263158, 0.02549342105263158, 0.35444078947368424, 0.032072368421052634, 0.06990131578947369, 0.02631578947368421, 0.1225328947368421]",Child,Male,"검은색 점퍼, 흰색 상의, 검은색 바지",4.111842105263158,74.01022314319547,high
673,"['Approach', 'None']",2,"[3, 4]","[3600, 6080]","[0.371900826446281, 0.628099173553719]",Child,Male,"검은색 점퍼, 흰색 상의, 검은색 바지",3.628099173553719,59.458530220749,low
674,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",8,"[3, 4, 5, 4, 5, 4, 5, 4]","[3200, 17680, 5120, 2800, 2160, 3360, 3840, 13120]","[0.062402496099843996, 0.34477379095163807, 0.0998439937597504, 0.054602184087363496, 0.0421216848673947, 0.0655226209048362, 0.0748829953198128, 0.25585023400936036]",Child,Male,"검은색 점퍼, 흰색 상의, 검은색 바지",4.154446177847115,75.2918157843459,high
675,"['Approach', 'Touch']",2,"[3, 5]","[4960, 17120]","[0.2246376811594203, 0.7753623188405797]",Child,Male,"체크무늬 상의, 검은색 바지",4.550724637681159,87.21244982628933,high
676,"['Approach', 'Touch']",2,"[3, 5]","[13360, 27520]","[0.3268101761252446, 0.6731898238747553]",Child,Male,"체크무늬 상의, 검은색 바지",4.346379647749511,81.06545449300798,high
679,"['Approach', 'None']",2,"[3, 4]","[17280, 16480]","[0.5118483412322274, 0.4881516587677725]",Adult,Female,"보라색 상의, 청바지, 흰색 운동화",3.488151658767772,55.248704863243105,low
682,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None']",6,"[3, 4, 5, 4, 5, 4]","[5360, 2560, 18800, 5440, 3200, 1760]","[0.14439655172413793, 0.06896551724137931, 0.5064655172413793, 0.14655172413793102, 0.08620689655172414, 0.04741379310344827]",Adult,Male,"베이지색 상의, 청바지",4.448275862068965,84.13064123485192,high
685,"['Approach', 'None']",2,"[3, 4]","[6320, 29160]","[0.17812852311161217, 0.8218714768883878]",Child,Female,"주황색/보라색 상의, 베이지색 바지",3.8218714768883877,65.2874837209831,low
688,"['Approach', 'None']",2,"[3, 4]","[2240, 2160]","[0.509090909090909, 0.4909090909090909]",Adult,Male,"안경, 검은색 점퍼, 검은색 바지, 검은색 신발",3.4909090909090907,55.33165244375484,low
696,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",12,"[3, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4]","[13040, 7520, 2160, 15360, 3440, 12880, 12440, 4160, 2320, 7760, 3200, 19520]","[0.125626204238921, 0.07244701348747591, 0.020809248554913295, 0.14797687861271677, 0.03314065510597303, 0.12408477842003854, 0.11984585741811175, 0.04007707129094412, 0.022350674373795763, 0.07475915221579961, 0.030828516377649325, 0.1880539499036609]",Adult,Male,"검은색 백팩, 검은색 상의, 검은색 트레이닝 바지",4.101348747591523,73.69456763992342,high
697,"['Approach', 'None']",2,"[3, 4]","[2160, 8800]","[0.19708029197080293, 0.8029197080291971]",Adult,Male,"검은색 백팩, 검은색 상의, 검은색 트레이닝 바지",3.802919708029197,64.71738687263935,low
699,"['Approach', 'None']",2,"[3, 4]","[13360, 2160]","[0.8608247422680413, 0.13917525773195877]",Child,Male,"검은색 점퍼, 회색 바지, 빨간색 운동화",3.139175257731959,44.750985739764715,low
700,"['Approach', 'Touch', 'None', 'Touch', 'None']",5,"[3, 5, 4, 5, 4]","[1360, 3360, 10800, 1680, 29520]","[0.02910958904109589, 0.07191780821917808, 0.23116438356164384, 0.03595890410958904, 0.6318493150684932]",Child,Male,"검은색 점퍼, 회색 바지, 빨간색 운동화",4.078767123287672,73.0152794456784,high
701,"['Approach', 'Touch', 'None', 'Touch', 'None']",5,"[3, 5, 4, 5, 4]","[1920, 1600, 4160, 1680, 8560]","[0.10714285714285714, 0.08928571428571429, 0.23214285714285715, 0.09375, 0.47767857142857145]",Child,Male,"검은색 점퍼, 회색 바지, 빨간색 운동화",4.075892857142857,72.9288173279397,high
702,"['Approach', 'None', 'Touch', 'None']",4,"[3, 4, 5, 4]","[1280, 4640, 2080, 17520]","[0.050156739811912224, 0.18181818181818182, 0.08150470219435736, 0.6865203761755486]",Child,Male,"검은색 점퍼, 회색 바지, 빨간색 운동화",4.031347962382445,71.58884192504212,high
709,"['Pass', 'None']",2,"[1, 4]","[3760, 2560]","[0.5949367088607594, 0.4050632911392405]",Child,Female,"회색 롱패딩, 회색 바지",2.2151898734177213,16.956157751568774,low
712,"['Approach', 'None']",2,"[3, 4]","[5120, 5280]","[0.49230769230769234, 0.5076923076923077]",Child,Male,"하늘색/흰색 점퍼, 검은색 바지",3.5076923076923077,55.836516082831054,low
729,"['Pass', 'Gesture']",2,"[1, 5]","[5760, 3440]","[0.6260869565217392, 0.3739130434782609]",Child,Male,"민트색 상의, 검정색 조끼, 민트색 바지",2.4956521739130437,25.39287280331906,low
731,"['Approach', 'Gesture', 'None']",3,"[3, 5, 4]","[8080, 5680, 960]","[0.5489130434782609, 0.3858695652173913, 0.06521739130434782]",Child,Male,"회색 상의, 회색 바지",3.8369565217391304,65.7412638715553,low
732,"['Approach', 'Gesture', 'None']",3,"[3, 5, 4]","[1760, 14640, 7680]","[0.07308970099667775, 0.6079734219269103, 0.31893687707641194]",Child,Male,"회색 상의, 회색 바지",4.534883720930232,86.73593194652423,high
733,"['Approach', 'None', 'None']",3,"[3, 4, 4]","[1920, 5440, 33840]","[0.04660194174757282, 0.13203883495145632, 0.8213592233009709]",Child,Male,"회색 상의, 회색 바지",3.9533980582524273,69.2439951192691,low
734,"['Approach', 'Touch', 'None', 'Gesture', 'Touch', 'None', 'Gesture', 'Touch', 'None', 'Gesture', 'None', 'Touch', 'None']",13,"[3, 5, 4, 5, 5, 4, 5, 5, 4, 5, 4, 5, 4]","[2240, 1920, 23440, 1200, 1760, 1440, 11760, 2320, 21840, 1440, 800, 3520, 2240]","[0.029504741833508957, 0.02528977871443625, 0.3087460484720759, 0.015806111696522657, 0.023182297154899896, 0.018967334035827187, 0.15489989462592202, 0.030558482613277135, 0.2876712328767123, 0.018967334035827187, 0.01053740779768177, 0.04636459430979979, 0.029504741833508957]",Child,Male,"회색 상의, 회색 바지",4.285563751317176,79.23602362864509,high
735,"['Approach', 'None', 'Gesture', 'Touch']",4,"[3, 4, 5, 5]","[3200, 480, 1520, 1520]","[0.47619047619047616, 0.07142857142857142, 0.2261904761904762, 0.2261904761904762]",Child,Male,"회색 상의, 회색 바지",3.976190476190476,69.92962429347223,low
736,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",13,"[3, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4]","[6800, 7120, 21920, 2400, 6720, 4720, 18360, 1680, 18280, 3120, 29040, 2400, 28720]","[0.0449497620306716, 0.04706504494976203, 0.14489687995769435, 0.015864621893178214, 0.044420941300899, 0.03120042305658382, 0.12136435748281332, 0.01110523532522475, 0.12083553675304072, 0.020624008461131677, 0.19196192490745637, 0.015864621893178214, 0.18984664198836596]",Child,Male,"민트색 상의, 검정색 조끼, 민트색 바지",4.096774193548387,73.5569583823419,high
737,"['Approach', 'None']",2,"[3, 4]","[4640, 4240]","[0.5225225225225225, 0.4774774774774775]",Child,Male,"민트색 상의, 검정색 조끼, 민트색 바지",3.4774774774774775,54.92760992179145,low
738,"['Approach', 'Touch', 'Gesture', 'Touch', 'None', 'Touch', 'None']",7,"[3, 5, 5, 5, 4, 5, 4]","[6080, 2080, 7760, 3040, 8720, 1760, 33200]","[0.0970625798212005, 0.033205619412515965, 0.12388250319284802, 0.04853128991060025, 0.1392081736909323, 0.0280970625798212, 0.5300127713920817]",Child,Male,"민트색 상의, 검정색 조끼, 민트색 바지",4.136653895274584,74.75659797460978,high
740,"['Approach', 'None']",2,"[3, 4]","[12400, 42800]","[0.2246376811594203, 0.7753623188405797]",Adult,Female,"회색 상의, 베이지색 조끼, 회색 치마",3.7753623188405796,63.888420413532565,low
741,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'None']",9,"[3, 4, 5, 4, 5, 4, 5, 4, 4]","[13520, 12720, 3120, 13280, 1840, 2000, 4160, 17040, 72400]","[0.09651627641347801, 0.09080525414049115, 0.02227298686464877, 0.09480296973158195, 0.013135351227869789, 0.014277555682467162, 0.029697315819531698, 0.12164477441462021, 0.5168475157053113]",Adult,Male,"흰색 상의, 베이지색 바지",3.968589377498572,69.70097215865565,low
744,"['Approach', 'None']",2,"[3, 4]","[20160, 3200]","[0.863013698630137, 0.136986301369863]",Adult,Male,"남색 점퍼, 회색바지",3.136986301369863,44.685138739811045,low
745,"['Approach', 'None']",2,"[3, 4]","[8080, 72640]","[0.10009910802775025, 0.8999008919722498]",Adult,Male,"남색 점퍼, 회색바지",3.89990089197225,67.63472233221411,low
748,"['Approach', 'None', 'Gesture', 'None']",4,"[3, 4, 5, 4]","[7360, 3280, 1760, 720]","[0.5609756097560976, 0.25, 0.13414634146341464, 0.054878048780487805]",Child,Female,"분홍색 점퍼, 분홍색 바지",3.5731707317073176,57.80620257715378,low
749,"['Approach', 'Touch', 'None']",3,"[3, 5, 4]","[12000, 3600, 8400]","[0.5, 0.15, 0.35]",Child,Female,"분홍색 점퍼, 분홍색 바지",3.65,60.11733902249805,low
751,"['Approach', 'None']",2,"[3, 4]","[3600, 2080]","[0.6338028169014085, 0.36619718309859156]",Child,Female,"분홍색 점퍼, 분홍색 바지",3.366197183098592,51.580136365126386,low
753,"['Approach', 'None']",2,"[3, 4]","[3600, 49360]","[0.06797583081570997, 0.93202416918429]",Child,Female,"분홍색 점퍼, 분홍색 바지",3.93202416918429,68.60103736239009,low
754,"['Approach', 'None', 'Touch']",3,"[3, 4, 5]","[3360, 400, 3440]","[0.4666666666666667, 0.05555555555555555, 0.4777777777777778]",Child,Female,"분홍색 점퍼, 분홍색 바지",4.011111111111111,70.98008792345487,high
757,"['Approach', 'None']",2,"[3, 4]","[4560, 2880]","[0.6129032258064516, 0.3870967741935484]",Child,Female,"크로스백, 검은색 롱패딩, 청바지",3.3870967741935485,52.2088265472109,low
759,"['Approach', 'None', 'Gesture', 'None', 'Gesture', 'None']",6,"[3, 4, 5, 4, 5, 4]","[6800, 2560, 2080, 5840, 2720, 12480]","[0.20935960591133004, 0.07881773399014778, 0.06403940886699508, 0.17980295566502463, 0.08374384236453201, 0.3842364532019704]",Adult,Female,"빨간색 롱패딩, 검은색 바지",3.9384236453201966,68.79354293816185,low
760,"['Approach', 'None']",2,"[3, 4]","[10720, 960]","[0.9178082191780822, 0.0821917808219178]",Adult,Male,"빨간색 패딩, 검은색바지",3.0821917808219177,43.036839644196945,low
761,"['Approach', 'None']",2,"[3, 4]","[2080, 15120]","[0.12093023255813953, 0.8790697674418605]",Adult,Male,"빨간색 패딩, 검은색바지",3.8790697674418606,67.00809172424992,low
762,"['Approach', 'None']",2,"[3, 4]","[11840, 1120]","[0.9135802469135802, 0.08641975308641975]",Child,Female,"분홍색 패딩, 검은색 바지",3.0864197530864192,43.164023216389374,low
763,"['Approach', 'None']",2,"[3, 4]","[3680, 14640]","[0.20087336244541484, 0.7991266375545851]",Child,Female,"분홍색 패딩, 검은색 바지",3.799126637554585,64.60328578058885,low
764,"['Approach', 'Gesture']",2,"[3, 5]","[2320, 4080]","[0.3625, 0.6375]",Child,Female,"분홍색 패딩, 검은색 바지",4.275,78.91825058184641,high
766,"['Approach', 'Touch', 'None']",3,"[3, 5, 4]","[3040, 2080, 4880]","[0.304, 0.208, 0.488]",Child,Male,"검은색 패딩, 검은색 바지",3.904,67.75802948021722,low
767,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch']",6,"[3, 5, 4, 5, 4, 5]","[8000, 2960, 17440, 20640, 3920, 16320]","[0.11547344110854503, 0.042725173210161664, 0.2517321016166282, 0.2979214780600462, 0.05658198614318707, 0.23556581986143188]",Child,Male,"검은색 패딩, 검은색 바지",4.460739030023095,84.50555150437977,high
768,"['Pass', 'None']",2,"[1, 4]","[16320, 10880]","[0.6, 0.4]",Adult,Female,"빨간색 롱패딩, 검은색 바지",2.2,16.499224204809938,low
771,"['Approach', 'Gesture']",2,"[3, 5]","[5040, 1680]","[0.75, 0.25]",Adult,Female,"빨간색 롱패딩, 검은색 바지",3.5,55.60512024825446,low
774,"['Approach', 'Gesture']",2,"[3, 5]","[5040, 3280]","[0.6057692307692307, 0.3942307692307692]",Child,Female,"분홍색 패딩, 검은색 바지",3.7884615384615383,64.28246404487676,low
775,"['Approach', 'Gesture']",2,"[3, 5]","[3760, 6060]","[0.38289205702647655, 0.6171079429735234]",Child,Male,"검은색 패딩, 검은색 바지",4.234215885947047,77.69140494770889,high
779,"['Approach', 'None', 'Touch', 'None']",4,"[3, 4, 5, 4]","[18000, 21920, 3680, 24960]","[0.26254375729288215, 0.31971995332555425, 0.05367561260210035, 0.36406067677946324]",Adult,Male,"빨간색 패딩, 검은색바지",3.791131855309218,64.36279107029863,low
780,"['Approach', 'None']",2,"[3, 4]","[14720, 53920]","[0.21445221445221446, 0.7855477855477856]",Child,Female,"분홍색 패딩(흰색/검은색 상의), 검은색 바지",3.7855477855477857,64.19481410753714,low
781,"['Approach', 'None']",2,"[3, 4]","[3840, 4640]","[0.4528301886792453, 0.5471698113207547]",Child,Female,"분홍색 패딩(흰색/검은색 상의), 검은색 바지",3.547169811320755,57.02405696971471,low
782,"['Approach', 'Touch', 'None', 'Touch', 'None']",5,"[3, 5, 4, 5, 4]","[800, 2800, 23760, 2880, 11600]","[0.019120458891013385, 0.06692160611854685, 0.5678776290630975, 0.06883365200764818, 0.27724665391969405]",Child,Female,"분홍색 패딩(흰색/검은색 상의), 검은색 바지",4.1166347992351815,74.15439436799392,high
783,"['Approach', 'None']",2,"[3, 4]","[5840, 23400]","[0.1997264021887825, 0.8002735978112175]",Child,Female,"분홍색 패딩(흰색/검은색 상의), 검은색 바지",3.8002735978112177,64.6377880179441,low
784,"['Approach', 'None']",2,"[3, 4]","[3360, 5680]","[0.37168141592920356, 0.6283185840707964]",Child,Female,"분홍색 패딩(흰색/검은색 상의), 검은색 바지",3.6283185840707963,59.46513040911181,low
785,"['Approach', 'None', 'Touch', 'None']",4,"[3, 4, 5, 4]","[4000, 560, 2800, 7600]","[0.26737967914438504, 0.0374331550802139, 0.18716577540106952, 0.5080213903743316]",Child,Female,"분홍색 패딩(흰색/검은색 상의), 검은색 바지",3.9197860962566846,68.23289827956009,low
786,"['Approach', 'None']",2,"[3, 4]","[1440, 14240]","[0.09183673469387756, 0.9081632653061225]",Child,Female,"분홍색 패딩(흰색/검은색 상의), 검은색 바지",3.9081632653061225,67.88326657272684,low
787,"['Approach', 'None']",2,"[3, 4]","[560, 34960]","[0.015765765765765764, 0.9842342342342343]",Child,Female,"분홍색 패딩(흰색/검은색 상의), 검은색 바지",3.9842342342342345,70.17159226720902,high
788,"['Avoid', 'None']",2,"[2, 4]","[3280, 640]","[0.8367346938775511, 0.16326530612244897]",Child,Female,"분홍색 패딩(흰색/검은색 상의), 검은색 바지",2.326530612244898,20.30544956539637,low
790,"['Approach', 'None']",2,"[3, 4]","[3200, 1680]","[0.6557377049180327, 0.3442622950819672]",Child,Female,"분홍색 패딩(흰색/검은색 상의), 검은색 바지",3.3442622950819674,50.920302941662754,low
792,"['Approach', 'None']",2,"[3, 4]","[6160, 800]","[0.8850574712643678, 0.11494252873563218]",Child,Female,"분홍색 패딩(흰색/검은색 상의), 검은색 바지",3.1149425287356323,44.02202990824215,low
794,"['Approach', 'None']",2,"[3, 4]","[2080, 1120]","[0.65, 0.35]",Child,Female,"분홍색 패딩(흰색/검은색 상의), 검은색 바지",3.35,51.092901474010866,low
796,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",7,"[3, 5, 4, 5, 4, 5, 4]","[4080, 6720, 20240, 2320, 11920, 2640, 14880]","[0.06496815286624204, 0.1070063694267516, 0.32229299363057323, 0.03694267515923567, 0.18980891719745224, 0.04203821656050955, 0.23694267515923567]",Child,Male,"검은색 패딩(빨간색 상의), 검은색 바지",4.1210191082802545,74.28628077856236,high
797,"['Approach', 'Touch', 'None']",3,"[3, 5, 4]","[2640, 1760, 15280]","[0.13414634146341464, 0.08943089430894309, 0.7764227642276422]",Child,Male,"검은색 패딩(빨간색 상의), 검은색 바지",3.9552845528455283,69.30074362807242,low
798,"['Approach', 'None']",2,"[3, 4]","[6400, 2720]","[0.7017543859649122, 0.2982456140350877]",Child,Male,"검은색 패딩(빨간색 상의), 검은색 바지",3.2982456140350873,49.53605406067534,low
799,"['Approach', 'Touch', 'None']",3,"[3, 5, 4]","[1600, 1360, 10400]","[0.11976047904191617, 0.10179640718562874, 0.7784431137724551]",Child,Male,"검은색 패딩(빨간색 상의), 검은색 바지",3.9820359281437128,70.10546401378778,high
800,"['Approach', 'None']",2,"[3, 4]","[10560, 6560]","[0.616822429906542, 0.38317757009345793]",Child,Male,"검은색 패딩(빨간색 상의), 검은색 바지",3.3831775700934577,52.09093117174074,low
801,"['Approach', 'None']",2,"[3, 4]","[2560, 1840]","[0.5818181818181818, 0.41818181818181815]",Child,Male,"검은색 패딩(빨간색 상의), 검은색 바지",3.418181818181818,53.143910007757945,low
802,"['Approach', 'Touch', 'None', 'Touch', 'None']",5,"[3, 5, 4, 5, 4]","[2080, 2000, 8000, 3040, 8160]","[0.08934707903780069, 0.0859106529209622, 0.3436426116838488, 0.13058419243986255, 0.35051546391752575]",Child,Male,"검은색 패딩(빨간색 상의), 검은색 바지",4.127147766323024,74.4706397511057,high
803,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",7,"[3, 5, 4, 5, 4, 5, 4]","[9520, 3440, 9200, 22240, 16560, 6320, 6960]","[0.12823275862068967, 0.04633620689655173, 0.12392241379310345, 0.2995689655172414, 0.22306034482758622, 0.08512931034482758, 0.09375]",Child,Male,"검은색 패딩(빨간색 상의), 검은색 바지",4.302801724137931,79.7545669925898,high
805,"['Approach', 'None', 'Touch']",3,"[3, 4, 5]","[2000, 4560, 6320]","[0.15527950310559005, 0.35403726708074534, 0.4906832298136646]",Child,Male,"검은색 패딩(빨간색 상의), 검은색 바지",4.3354037267080745,80.73528277975608,high
806,"['Avoid', 'None']",2,"[2, 4]","[2560, 8480]","[0.2318840579710145, 0.7681159420289855]",Child,Male,"검은색 패딩(빨간색 상의), 검은색 바지",3.5362318840579707,56.69502816473842,low
807,"['Follow', 'Touch', 'None']",3,"[2, 5, 4]","[2000, 4480, 1200]","[0.2604166666666667, 0.5833333333333334, 0.15625]",Child,Male,"검은색 패딩(빨간색 상의), 검은색 바지",4.0625,72.52594065166795,high
808,"['Avoid', 'None']",2,"[2, 4]","[3200, 4320]","[0.425531914893617, 0.574468085106383]",Child,Male,"검은색 패딩(빨간색 상의), 검은색 바지",3.148936170212766,45.044608223429016,low
810,"['Follow', 'Gesture', 'Touch']",3,"[2, 5, 5]","[5600, 3920, 4800]","[0.39106145251396646, 0.2737430167597765, 0.33519553072625696]",Child,Male,"검은색 패딩(빨간색 상의), 검은색 바지",3.8268156424581004,65.43621143236062,low
812,"['Follow', 'None']",2,"[2, 4]","[4800, 4960]","[0.4918032786885246, 0.5081967213114754]",Child,Male,"검은색 패딩(빨간색 상의), 검은색 바지",3.0163934426229506,41.05752966462755,low
813,"['Avoid', 'None']",2,"[2, 4]","[8000, 11360]","[0.4132231404958678, 0.5867768595041323]",Child,Male,"검은색 패딩(빨간색 상의), 검은색 바지",3.1735537190082646,45.78513999576839,low
814,"['Approach', 'Touch', 'None', 'Gesture', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch']",11,"[3, 5, 4, 5, 5, 4, 5, 4, 5, 4, 5]","[5680, 4640, 2240, 2800, 2800, 1440, 2400, 29200, 16480, 8560, 13520]","[0.06327985739750445, 0.05169340463458111, 0.024955436720142603, 0.031194295900178252, 0.031194295900178252, 0.016042780748663103, 0.026737967914438502, 0.3253119429590018, 0.1836007130124777, 0.09536541889483066, 0.15062388591800357]",Child,Male,"검은색 패딩(빨간색 상의), 검은색 바지",4.411764705882353,83.03233240542144,high
